stock,slope,avgpc,copied,annualeps,annualroe,quarterlyeps,quarterlyrevenue,numfailed
CAT,0.235,0.201,FALSE,0,0,0,0,0
CBRE,0.113,0.213,FALSE,0,0,1,1,2
CDW,0.105,0.145,FALSE,0,0,1,1,2
CE,0.183,0.053,FALSE,1,0,1,1,3
CNP,0.004,0.035,FALSE,0,1,1,1,3
CRL,0.14,0.174,FALSE,1,1,1,1,4
CHTR,0.148,0.262,FALSE,0,0,1,1,2
CVX,0.097,1.509,FALSE,0,1,0,0,1
CMG,0.07,0.231,FALSE,0,0,0,1,1
CB,0.113,-0.158,FALSE,0,1,1,1,3
CHD,0.031,-0.047,FALSE,1,0,1,1,3
CTAS,0.017,0.121,FALSE,1,0,1,1,3
CSCO,0.048,0.001,FALSE,1,0,1,1,3
CFG,0.107,-0.041,FALSE,0,1,1,0,2
CMS,0.015,0.05,FALSE,0,0,1,1,2
CTSH,0.069,0.107,FALSE,0,0,1,1,2
CMA,0.016,-0.042,FALSE,0,1,0,0,1
COP,0.075,1.718,FALSE,0,0,0,0,0
ED,0.016,0.239,FALSE,1,1,1,1,4
COO,0.146,-0.143,FALSE,1,1,1,1,4
CPRT,0.105,0.003,FALSE,1,0,1,1,3
GLW,0.122,-0.03,FALSE,0,1,1,1,3
COST,0.021,0.107,FALSE,1,0,1,1,3
CCI,0.042,1.173,FALSE,1,1,1,1,4
CMI,0.058,0.006,FALSE,0,0,1,0,1
DHI,0.208,0.334,FALSE,0,0,0,1,1
DRI,0.09,0.003,FALSE,0,0,1,1,2
DVA,0.05,-0.148,FALSE,0,0,1,1,2
DE,0.064,0.31,FALSE,0,0,0,0,0
DAL,0.205,0.477,FALSE,0,1,1,0,2
DXCM,0.027,-0.019,FALSE,1,1,1,0,3
FANG,0.084,1.525,FALSE,0,0,0,0,0
DLR,0.042,-0.07,FALSE,0,1,0,1,2
DFS,0.144,-0.12,FALSE,0,0,1,1,2
DIS,0.131,0.108,FALSE,0,1,1,1,3
DLTR,0.03,0.203,FALSE,1,0,0,1,2
DPZ,0.01,-0.044,FALSE,1,0,1,1,3
DOV,0.082,0.065,FALSE,0,0,1,1,2
DOW,0.189,0,FALSE,0,0,0,0,0
DUK,0.016,0.091,FALSE,0,1,1,1,3
DD,0.19,-0.131,FALSE,0,0,1,1,2
DXC,0.04,0.325,FALSE,0,1,0,1,2
EMN,0.124,0.491,FALSE,0,1,1,1,3
ETN,0.064,0.05,FALSE,0,1,1,1,3
ECL,0.021,0.057,FALSE,0,1,1,1,3
EW,0.0,0.012,FALSE,0,0,1,1,2
EA,0.033,0.526,FALSE,1,1,1,1,4
EMR,0.027,0.172,FALSE,0,0,1,1,2
EOG,0.063,0.681,FALSE,0,0,0,0,0
EFX,0.158,0.004,FALSE,0,0,1,1,2
EQIX,0.157,0.478,FALSE,0,1,0,1,2
EL,0.179,-0.177,FALSE,1,0,1,1,3
EXC,0.009,0.495,FALSE,1,1,1,1,4
EXPD,0.052,0.226,FALSE,0,0,0,1,1
XOM,0.129,1.272,FALSE,0,1,0,0,1
FAST,0.015,0.199,FALSE,1,0,1,1,3
FRT,0.089,0.438,FALSE,0,1,0,1,2
FDX,0.1,-0.161,FALSE,1,1,1,1,4
FITB,0.058,-0.122,FALSE,0,1,1,1,3
FRC,0.084,0.126,FALSE,1,1,0,1,3
FE,0.032,0.31,FALSE,1,1,1,1,4
FISV,0.044,0.497,FALSE,0,1,1,1,3
FLT,0.064,0.278,FALSE,0,0,1,1,2
FMC,0.099,0.012,FALSE,0,0,1,1,2
FTNT,0.021,-0.033,FALSE,0,0,1,0,1
FOXA,0.085,-0.202,FALSE,1,1,1,1,4
FOX,0.083,-0.202,FALSE,1,1,1,1,4
BEN,0.212,-0.218,FALSE,1,1,1,1,4
FCX,0.342,0.233,FALSE,0,0,1,1,2
GRMN,0.094,-0.075,FALSE,1,0,1,1,3
IT,0.028,0.106,FALSE,0,0,0,1,1
GEN,0.019,-0.316,FALSE,0,1,1,1,3
GM,0.001,0.114,FALSE,0,1,0,0,1
GILD,0.089,-0.258,FALSE,0,0,1,1,2
GL,0.08,-0.007,FALSE,1,1,1,1,4
GS,0.035,-0.247,FALSE,0,0,1,0,1
HAL,0.212,0.377,FALSE,0,0,0,0,0
HIG,0.089,0.028,FALSE,0,1,1,1,3
HCA,0.155,-0.08,FALSE,0,0,1,1,2
PEAK,0.094,0.748,FALSE,0,1,0,1,2
HSIC,0.128,0.032,FALSE,0,0,1,1,2
HES,0.215,2.674,FALSE,0,1,0,0,1
HLT,0.103,1.254,FALSE,0,0,0,0,0
HOLX,0.141,-0.248,FALSE,1,0,1,1,3
HD,0.027,0.067,FALSE,0,0,1,1,2
HON,0.04,0.007,FALSE,1,0,0,1,2
HWM,0.114,0.731,FALSE,1,1,0,0,2
HBAN,0.037,6.442,FALSE,1,1,0,1,3
IEX,0.056,0.27,FALSE,1,1,0,1,3
IDXX,0.244,-0.027,FALSE,0,0,1,1,2
ITW,0.084,0.078,FALSE,0,0,1,1,2
INCY,0.125,-0.015,FALSE,0,0,1,1,2
IR,0.104,0.404,FALSE,0,1,1,1,3
IP,0.051,0.026,FALSE,0,0,1,1,2
IPG,0.17,0.153,FALSE,0,0,1,1,2
ISRG,0.039,-0.226,FALSE,1,1,1,1,4
IVZ,0.096,-0.28,FALSE,0,1,1,1,3
IQV,0.102,0.218,FALSE,0,1,1,1,3
IRM,0.067,0.32,FALSE,0,0,0,1,1
JBHT,0.089,0.404,FALSE,0,0,0,0,0
J,0.032,1.965,FALSE,0,1,0,1,2
JCI,0.156,0.127,FALSE,1,1,0,1,3
JPM,0.117,-0.078,FALSE,0,1,1,0,2
JNPR,0.063,0.752,FALSE,1,1,0,1,3
KEY,0.06,-0.103,FALSE,0,1,1,1,3
KEYS,0.054,0.203,FALSE,0,0,1,1,2
KMB,0.008,0.027,FALSE,1,0,1,1,3
KMI,0.027,0.383,FALSE,0,1,1,0,2
KLAC,0.217,0.259,FALSE,0,0,1,0,1
KHC,0.036,1.814,FALSE,0,1,1,1,3
LH,0.108,-0.184,FALSE,0,0,1,1,2
LRCX,0.175,0.115,FALSE,0,0,0,1,1
LW,0.165,1.541,FALSE,1,0,0,0,1
LEN,0.19,-0.034,FALSE,0,0,1,1,2
LIN,0.071,0.073,FALSE,0,1,0,1,2
LKQ,0.089,0.089,FALSE,0,0,1,1,2
LMT,0.003,0.175,FALSE,1,0,0,1,2
L,0.089,-0.151,FALSE,0,1,1,1,3
LOW,0.012,-0.121,FALSE,0,0,1,1,2
LYB,0.166,0.017,FALSE,0,0,1,1,2
MRO,0.057,14.453,FALSE,0,1,0,0,1
MPC,0.216,2.361,FALSE,0,0,0,0,0
MKTX,0.437,-0.018,FALSE,1,0,1,1,3
MAR,0.132,6.575,FALSE,0,0,0,0,0
MMC,0.074,0.091,FALSE,0,0,1,1,2
MLM,0.02,0.119,FALSE,1,1,1,1,4
MAS,0.047,1.916,FALSE,1,0,1,1,3
MA,0.126,0.209,FALSE,0,0,1,1,2
MCD,0.05,-0.129,FALSE,0,0,1,1,2
MCK,0.04,0.548,FALSE,0,1,0,1,2
MRK,0.063,0.422,FALSE,0,0,1,1,2
META,0.219,-0.165,FALSE,0,0,1,1,2
MET,0.026,-0.085,FALSE,0,1,1,0,2
MTD,0.147,0.134,FALSE,0,0,1,1,2
MSFT,0.02,0.067,FALSE,1,0,1,1,3
MAA,0.013,0.358,FALSE,0,1,0,1,2
MRNA,0.222,0.507,FALSE,0,0,1,1,2
TAP,0.024,0.091,FALSE,0,1,1,1,3
MDLZ,0.015,-0.118,FALSE,0,1,1,1,3
MNST,0.074,0.013,FALSE,1,0,1,1,3
MCO,0.146,-0.241,FALSE,0,0,1,1,2
MS,0.127,-0.09,FALSE,0,1,1,1,3
MOS,0.01,2.112,FALSE,0,1,0,0,1
MSI,0.029,0.021,FALSE,0,1,1,1,3
MSCI,0.095,0.196,FALSE,0,0,0,1,1
NTAP,0.002,0.425,FALSE,0,0,0,1,1
NFLX,0.319,0.033,FALSE,0,0,1,1,2
NWL,0.151,0.111,FALSE,0,1,1,1,3
NEM,0.207,11.636,FALSE,1,1,0,1,3
NWSA,0.185,1.385,FALSE,0,1,1,1,3
NWS,0.184,1.385,FALSE,0,1,1,1,3
NKE,0.23,-0.006,FALSE,1,0,1,1,3
NI,0.014,0.171,FALSE,0,1,1,1,3
NDSN,0.021,0.074,FALSE,1,0,0,1,2
NSC,0.008,0.156,FALSE,0,0,0,1,1
NTRS,0.084,0.052,FALSE,0,1,1,1,3
NUE,0.291,0.523,FALSE,0,0,1,1,2
NVDA,0.36,-0.318,FALSE,1,0,1,1,3
NVR,0.157,0.364,FALSE,0,0,0,1,1
ORLY,0.001,0.072,FALSE,0,0,1,1,2
OXY,0.008,14.298,FALSE,0,1,0,0,1
ODFL,0.14,0.346,FALSE,0,0,0,1,1
OMC,0.158,-0.043,FALSE,0,0,1,1,2
ON,0.129,1.164,FALSE,0,0,1,0,1
OKE,0.13,0.349,FALSE,0,0,1,0,1
ORCL,0.169,0.378,FALSE,1,1,0,1,3
OGN,0.133,0,FALSE,0,0,0,0,0
OTIS,0.094,0,FALSE,0,1,0,0,1
PCAR,0.169,0.408,FALSE,0,1,0,0,1
PKG,0.092,0.256,FALSE,0,0,1,1,2
PARA,0.17,-0.249,FALSE,0,0,1,1,2
PH,0.117,-0.13,FALSE,1,1,1,1,4
PNR,0.144,0.045,FALSE,0,0,1,1,2
PM,0.086,-0.023,FALSE,1,1,1,1,4
PSX,0.131,3.975,FALSE,0,1,0,0,1
PNW,0.018,-0.083,FALSE,1,1,1,1,4
PXD,0.008,5.781,FALSE,0,1,0,0,1
PNC,0.016,0.101,FALSE,1,1,1,1,4
POOL,0.142,0.283,FALSE,0,0,1,1,2
PPG,0.038,-0.129,FALSE,0,0,1,1,2
PFG,0.12,2.044,FALSE,0,1,0,0,1
PLD,0.134,0.53,FALSE,0,1,0,0,1
PTC,0.147,-0.049,FALSE,1,1,1,1,4
PHM,0.235,0.333,FALSE,0,0,0,1,1
QRVO,0.252,-0.234,FALSE,0,0,1,1,2
PWR,0.06,0.118,FALSE,1,1,1,0,3
QCOM,0.128,0.423,FALSE,0,0,1,0,1
DGX,0.027,-0.233,FALSE,0,0,1,1,2
RL,0.249,0.216,FALSE,0,0,1,1,2
RJF,0.038,-0.078,FALSE,1,1,1,1,4
RTX,0.058,0.145,FALSE,0,1,1,1,3
O,0.077,0.454,FALSE,1,1,1,0,3
REG,0.072,0.228,FALSE,0,1,1,1,3
REGN,0.045,-0.249,FALSE,0,0,1,1,2
RF,0.067,-0.138,FALSE,0,1,1,1,3
RMD,0.06,0.584,FALSE,0,0,1,1,2
RHI,0.057,0.216,FALSE,0,0,1,1,2
ROK,0.127,0.467,FALSE,1,0,0,1,2
ROP,0.067,1.053,FALSE,0,1,1,1,3
ROST,0.188,-0.108,FALSE,0,0,1,1,2
SPGI,0.092,0.243,FALSE,0,0,1,0,1
CRM,0.129,-0.342,FALSE,1,1,1,1,4
SBAC,0.0,3.046,FALSE,0,0,0,1,1
SLB,0.236,0.53,FALSE,0,1,0,0,1
STX,0.267,-0.242,TRUE,0,0,1,1,2
SEE,0.067,0.161,FALSE,1,0,0,1,2
SRE,0.017,0.402,FALSE,1,1,0,0,2
NOW,0.137,0.034,FALSE,0,1,0,0,1
SPG,0.147,-0.06,FALSE,0,0,1,1,2
SWKS,0.223,0.004,FALSE,1,0,1,1,3
SJM,0.004,0.031,FALSE,1,1,1,1,4
SNA,0.082,0.1,FALSE,0,0,1,1,2
LUV,0.001,-0.035,FALSE,0,1,1,0,2
SWK,0.069,0.044,FALSE,0,1,0,1,2
SBUX,0.168,-0.06,FALSE,1,1,1,1,4
STT,0.234,-0.003,FALSE,1,1,1,1,4
STLD,0.338,0.652,FALSE,0,0,1,1,2
SYK,0.114,0.205,FALSE,0,1,0,1,2
SIVB,0.153,-0.128,FALSE,0,1,0,1,2
SYF,0.099,-0.115,FALSE,0,0,1,1,2
SNPS,0.105,0.155,FALSE,0,0,1,1,2
TROW,0.011,-0.285,FALSE,0,0,1,1,2
TPR,0.267,0.119,FALSE,1,0,1,1,3
TRGP,0.089,1.783,FALSE,0,1,1,0,2
TGT,0.06,-0.297,FALSE,0,0,1,1,2
TEL,0.035,0.061,FALSE,1,0,1,1,3
TDY,0.089,0.659,FALSE,1,1,0,1,3
TFX,0.038,-0.031,FALSE,0,1,1,1,3
TER,0.212,-0.199,FALSE,0,0,1,1,2
TXN,0.045,0.174,FALSE,0,0,1,1,2
TXT,0.074,0.131,FALSE,0,1,0,1,2
TJX,0.137,0.062,FALSE,0,0,1,1,2
TSCO,0.069,0.083,FALSE,0,0,1,1,2
TT,0.08,0.172,FALSE,0,0,0,1,1
TDG,0.182,0.188,FALSE,1,0,1,1,3
TRV,0.084,-0.006,FALSE,0,1,1,1,3
TRMB,0.005,-0.002,FALSE,0,1,1,1,3
TFC,0.09,-0.043,FALSE,0,1,1,1,3
USB,0.113,-0.13,FALSE,0,1,1,1,3
UDR,0.006,0.555,FALSE,0,1,0,1,2
ULTA,0.148,0.279,FALSE,0,0,0,1,1
UPS,0.015,-0.02,FALSE,0,0,1,1,2
URI,0.326,0.453,FALSE,0,0,0,1,1
UHS,0.239,-0.076,FALSE,1,1,1,1,4
VLO,0.221,6.341,FALSE,0,1,0,0,1
VRSN,0.114,0.099,FALSE,1,1,1,1,4
VZ,0.032,-0.073,FALSE,0,0,1,1,2
VRTX,0.07,2.023,FALSE,1,0,1,1,3
V,0.101,0.226,FALSE,0,0,1,1,2
VMC,0.051,0.131,FALSE,1,1,1,0,3
WAB,0.1,0.194,FALSE,0,1,0,1,2
WFC,0.048,-0.155,FALSE,0,1,1,1,3
WST,0.1,-0.008,FALSE,0,0,1,1,2
WDC,0.254,-0.435,FALSE,0,1,1,1,3
WRK,0.071,0.08,FALSE,1,1,1,1,4
WY,0.075,-0.046,FALSE,0,0,1,1,2
WTW,0.115,-0.325,FALSE,0,0,1,1,2
GWW,0.006,0.379,FALSE,0,0,0,1,1
YUM,0.065,-0.066,FALSE,0,1,1,1,3
