stock,slope,avgpc,copied,annualeps,annualroe,quarterlyeps,quarterlyrevenue,numfailed
CSX,0.028,0.048,FALSE,1,0,0,1,2
CMI,0.032,0.006,FALSE,0,0,1,0,1
DHI,0.171,0.334,FALSE,0,0,0,1,1
DRI,0.05,0.003,FALSE,0,0,1,1,2
DVA,0.08,-0.148,FALSE,0,0,1,1,2
DE,0.011,0.31,FALSE,0,0,0,0,0
DAL,0.12,0.477,FALSE,0,1,1,0,2
DXCM,0.102,-0.019,FALSE,1,1,1,0,3
FANG,0.054,1.525,FALSE,0,0,0,0,0
DLR,0.056,-0.07,FALSE,0,1,0,1,2
DFS,0.112,-0.12,FALSE,0,0,1,1,2
DIS,0.084,0.108,FALSE,0,1,1,1,3
DLTR,0.003,0.203,FALSE,1,0,0,1,2
DPZ,0.007,-0.044,FALSE,1,0,1,1,3
DOV,0.118,0.065,FALSE,0,0,1,1,2
DOW,0.167,0,FALSE,0,0,0,0,0
DD,0.161,-0.131,FALSE,0,0,1,1,2
DXC,0.067,0.325,FALSE,0,1,0,1,2
EMN,0.061,0.491,FALSE,0,1,1,1,3
ETN,0.121,0.05,FALSE,0,1,1,1,3
EOG,0.031,0.681,FALSE,0,0,0,0,0
EPAM,0.02,0.039,FALSE,0,0,0,0,0
EFX,0.088,0.004,FALSE,0,0,1,1,2
EQIX,0.121,0.478,FALSE,0,1,0,1,2
EQR,0.04,0.859,FALSE,0,1,1,0,2
ESS,0.049,-0.093,FALSE,1,1,1,1,4
EL,0.053,-0.177,FALSE,1,0,1,1,3
EXPD,0.064,0.226,FALSE,0,0,0,1,1
EXR,0.009,0.208,FALSE,0,0,1,0,1
XOM,0.087,1.272,FALSE,0,1,0,0,1
FDS,0.019,0.088,FALSE,1,0,0,1,2
FAST,0.068,0.199,FALSE,1,0,1,1,3
FRT,0.074,0.438,FALSE,0,1,0,1,2
FDX,0.187,-0.161,FALSE,1,1,1,1,4
FITB,0.074,-0.122,FALSE,0,1,1,1,3
FRC,0.049,0.126,FALSE,1,1,0,1,3
FISV,0.125,0.497,FALSE,0,1,1,1,3
FLT,0.081,0.278,FALSE,0,0,1,1,2
FMC,0.04,0.012,FALSE,0,0,1,1,2
FTNT,0.152,-0.033,FALSE,0,0,1,0,1
FOXA,0.114,-0.202,FALSE,1,1,1,1,4
FOX,0.104,-0.202,FALSE,1,1,1,1,4
BEN,0.19,-0.218,FALSE,1,1,1,1,4
FCX,0.136,0.233,FALSE,0,0,1,1,2
GRMN,0.051,-0.075,FALSE,1,0,1,1,3
IT,0.06,0.106,FALSE,0,0,0,1,1
GNRC,0.034,0.06,FALSE,0,0,1,1,2
GM,0.129,0.114,FALSE,0,1,0,0,1
GPC,0.026,0.336,FALSE,0,0,0,1,1
GILD,0.085,-0.258,FALSE,0,0,1,1,2
GL,0.058,-0.007,FALSE,1,1,1,1,4
GS,0.066,-0.247,FALSE,0,0,1,0,1
HAL,0.08,0.377,FALSE,0,0,0,0,0
HIG,0.067,0.028,FALSE,0,1,1,1,3
HCA,0.114,-0.08,FALSE,0,0,1,1,2
PEAK,0.038,0.748,FALSE,0,1,0,1,2
HSIC,0.123,0.032,FALSE,0,0,1,1,2
HSY,0.046,0.143,FALSE,1,0,1,1,3
HES,0.069,2.674,FALSE,0,1,0,0,1
HLT,0.102,1.254,FALSE,0,0,0,0,0
HOLX,0.102,-0.248,FALSE,1,0,1,1,3
HD,0.034,0.067,FALSE,0,0,1,1,2
HWM,0.084,0.731,FALSE,1,1,0,0,2
HBAN,0.046,6.442,FALSE,1,1,0,1,3
IEX,0.008,0.27,FALSE,1,1,0,1,3
IDXX,0.192,-0.027,FALSE,0,0,1,1,2
ITW,0.088,0.078,FALSE,0,0,1,1,2
INCY,0.009,-0.015,FALSE,0,0,1,1,2
IR,0.104,0.404,FALSE,0,1,1,1,3
IP,0.072,0.026,FALSE,0,0,1,1,2
IPG,0.149,0.153,FALSE,0,0,1,1,2
IVZ,0.097,-0.28,FALSE,0,1,1,1,3
INVH,0.034,0.283,FALSE,0,1,1,1,3
IQV,0.086,0.218,FALSE,0,1,1,1,3
IRM,0.038,0.32,FALSE,0,0,0,1,1
JBHT,0.069,0.404,FALSE,0,0,0,0,0
J,0.017,1.965,FALSE,0,1,0,1,2
JCI,0.059,0.127,FALSE,1,1,0,1,3
JPM,0.092,-0.078,FALSE,0,1,1,0,2
JNPR,0.013,0.752,FALSE,1,1,0,1,3
KEY,0.076,-0.103,FALSE,0,1,1,1,3
KEYS,0.058,0.203,FALSE,0,0,1,1,2
KMB,0.003,0.027,FALSE,1,0,1,1,3
KMI,0.008,0.383,FALSE,0,1,1,0,2
KLAC,0.094,0.259,FALSE,0,0,1,0,1
KHC,0.032,1.814,FALSE,0,1,1,1,3
LH,0.057,-0.184,FALSE,0,0,1,1,2
LRCX,0.138,0.115,FALSE,0,0,0,1,1
LW,0.119,1.541,FALSE,1,0,0,0,1
LEN,0.167,-0.034,FALSE,0,0,1,1,2
LIN,0.056,0.073,FALSE,0,1,0,1,2
LKQ,0.051,0.089,FALSE,0,0,1,1,2
LMT,0.038,0.175,FALSE,1,0,0,1,2
L,0.087,-0.151,FALSE,0,1,1,1,3
LOW,0.05,-0.121,FALSE,0,0,1,1,2
LYB,0.185,0.017,FALSE,0,0,1,1,2
MTB,0.011,-0.039,FALSE,0,1,1,0,2
MPC,0.096,2.361,FALSE,0,0,0,0,0
MKTX,0.247,-0.018,FALSE,1,0,1,1,3
MAR,0.092,6.575,FALSE,0,0,0,0,0
MMC,0.04,0.091,FALSE,0,0,1,1,2
MLM,0.026,0.119,FALSE,1,1,1,1,4
MAS,0.138,1.916,FALSE,1,0,1,1,3
MA,0.069,0.209,FALSE,0,0,1,1,2
MCD,0.011,-0.129,FALSE,0,0,1,1,2
MDT,0.023,-0.081,FALSE,0,1,1,1,3
MRK,0.054,0.422,FALSE,0,0,1,1,2
META,0.416,-0.165,FALSE,0,0,1,1,2
MET,0.009,-0.085,FALSE,0,1,1,0,2
MTD,0.108,0.134,FALSE,0,0,1,1,2
MSFT,0.107,0.067,FALSE,1,0,1,1,3
MAA,0.062,0.358,FALSE,0,1,0,1,2
MRNA,0.041,0.507,FALSE,0,0,1,1,2
TAP,0.002,0.091,FALSE,0,1,1,1,3
MDLZ,0.024,-0.118,FALSE,0,1,1,1,3
MNST,0.049,0.013,FALSE,1,0,1,1,3
MCO,0.083,-0.241,FALSE,0,0,1,1,2
MS,0.114,-0.09,FALSE,0,1,1,1,3
MOS,0.028,2.112,FALSE,0,1,0,0,1
MSI,0.066,0.021,FALSE,0,1,1,1,3
MSCI,0.14,0.196,FALSE,0,0,0,1,1
NTAP,0.029,0.425,FALSE,0,0,0,1,1
NFLX,0.185,0.033,FALSE,0,0,1,1,2
NWL,0.048,0.111,FALSE,0,1,1,1,3
NEM,0.018,11.636,FALSE,1,1,0,1,3
NWSA,0.025,1.385,FALSE,0,1,1,1,3
NWS,0.021,1.385,FALSE,0,1,1,1,3
NKE,0.136,-0.006,FALSE,1,0,1,1,3
NDSN,0.037,0.074,FALSE,1,0,0,1,2
NTRS,0.086,0.052,FALSE,0,1,1,1,3
NUE,0.182,0.523,FALSE,0,0,1,1,2
NVDA,0.367,-0.318,FALSE,1,0,1,1,3
NVR,0.111,0.364,FALSE,0,0,0,1,1
ORLY,0.047,0.072,FALSE,0,0,1,1,2
ODFL,0.184,0.346,FALSE,0,0,0,1,1
OMC,0.184,-0.043,FALSE,0,0,1,1,2
ON,0.228,1.164,FALSE,0,0,1,0,1
OKE,0.095,0.349,FALSE,0,0,1,0,1
ORCL,0.107,0.378,FALSE,1,1,0,1,3
OGN,0.071,0,FALSE,0,0,0,0,0
OTIS,0.096,0,FALSE,0,1,0,0,1
PCAR,0.087,0.408,FALSE,0,1,0,0,1
PKG,0.087,0.256,FALSE,0,0,1,1,2
PARA,0.107,-0.249,FALSE,0,0,1,1,2
PH,0.194,-0.13,FALSE,1,1,1,1,4
PNR,0.194,0.045,FALSE,0,0,1,1,2
PM,0.049,-0.023,FALSE,1,1,1,1,4
PSX,0.084,3.975,FALSE,0,1,0,0,1
PNW,0.009,-0.083,FALSE,1,1,1,1,4
PXD,0.001,5.781,FALSE,0,1,0,0,1
POOL,0.115,0.283,FALSE,0,0,1,1,2
PPG,0.026,-0.129,FALSE,0,0,1,1,2
PFG,0.078,2.044,FALSE,0,1,0,0,1
PLD,0.106,0.53,FALSE,0,1,0,0,1
PTC,0.079,-0.049,FALSE,1,1,1,1,4
PSA,0.014,1.024,FALSE,0,0,0,0,0
PHM,0.242,0.333,FALSE,0,0,0,1,1
QRVO,0.104,-0.234,FALSE,0,0,1,1,2
PWR,0.064,0.118,FALSE,1,1,1,0,3
QCOM,0.066,0.423,FALSE,0,0,1,0,1
RL,0.148,0.216,FALSE,0,0,1,1,2
RJF,0.023,-0.078,FALSE,1,1,1,1,4
RTX,0.043,0.145,FALSE,0,1,1,1,3
O,0.049,0.454,FALSE,1,1,1,0,3
REG,0.059,0.228,FALSE,0,1,1,1,3
REGN,0.039,-0.249,FALSE,0,0,1,1,2
RF,0.069,-0.138,FALSE,0,1,1,1,3
RHI,0.074,0.216,FALSE,0,0,1,1,2
ROK,0.129,0.467,FALSE,1,0,0,1,2
ROP,0.014,1.053,FALSE,0,1,1,1,3
ROST,0.081,-0.108,FALSE,0,0,1,1,2
SPGI,0.071,0.243,FALSE,0,0,1,0,1
CRM,0.131,-0.342,FALSE,1,1,1,1,4
SLB,0.143,0.53,FALSE,0,1,0,0,1
STX,0.246,-0.242,TRUE,0,0,1,1,2
SEE,0.005,0.161,FALSE,1,0,0,1,2
NOW,0.091,0.034,FALSE,0,1,0,0,1
SPG,0.084,-0.06,FALSE,0,0,1,1,2
SWKS,0.254,0.004,FALSE,1,0,1,1,3
SNA,0.098,0.1,FALSE,0,0,1,1,2
SWK,0.097,0.044,FALSE,0,1,0,1,2
SBUX,0.103,-0.06,FALSE,1,1,1,1,4
STT,0.199,-0.003,FALSE,1,1,1,1,4
STLD,0.234,0.652,FALSE,0,0,1,1,2
SYK,0.104,0.205,FALSE,0,1,0,1,2
SIVB,0.184,-0.128,FALSE,0,1,0,1,2
SYF,0.092,-0.115,FALSE,0,0,1,1,2
SNPS,0.085,0.155,FALSE,0,0,1,1,2
TROW,0.056,-0.285,FALSE,0,0,1,1,2
TPR,0.197,0.119,FALSE,1,0,1,1,3
TRGP,0.071,1.783,FALSE,0,1,1,0,2
TGT,0.069,-0.297,FALSE,0,0,1,1,2
TEL,0.079,0.061,FALSE,1,0,1,1,3
TDY,0.098,0.659,FALSE,1,1,0,1,3
TFX,0.035,-0.031,FALSE,0,1,1,1,3
TER,0.176,-0.199,FALSE,0,0,1,1,2
TSLA,0.099,1.39,FALSE,0,0,1,0,1
TXN,0.033,0.174,FALSE,0,0,1,1,2
TXT,0.075,0.131,FALSE,0,1,0,1,2
TJX,0.058,0.062,FALSE,0,0,1,1,2
TSCO,0.081,0.083,FALSE,0,0,1,1,2
TT,0.109,0.172,FALSE,0,0,0,1,1
TDG,0.167,0.188,FALSE,1,0,1,1,3
TRV,0.032,-0.006,FALSE,0,1,1,1,3
TFC,0.07,-0.043,FALSE,0,1,1,1,3
USB,0.089,-0.13,FALSE,0,1,1,1,3
UDR,0.084,0.555,FALSE,0,1,0,1,2
ULTA,0.115,0.279,FALSE,0,0,0,1,1
UPS,0.049,-0.02,FALSE,0,0,1,1,2
URI,0.284,0.453,FALSE,0,0,0,1,1
UHS,0.158,-0.076,FALSE,1,1,1,1,4
VLO,0.094,6.341,FALSE,0,1,0,0,1
VRSN,0.047,0.099,FALSE,1,1,1,1,4
VZ,0.023,-0.073,FALSE,0,0,1,1,2
V,0.08,0.226,FALSE,0,0,1,1,2
VMC,0.06,0.131,FALSE,1,1,1,0,3
WAB,0.061,0.194,FALSE,0,1,0,1,2
WFC,0.075,-0.155,FALSE,0,1,1,1,3
WST,0.098,-0.008,FALSE,0,0,1,1,2
WDC,0.185,-0.435,FALSE,0,1,1,1,3
WY,0.067,-0.046,FALSE,0,0,1,1,2
WTW,0.045,-0.325,FALSE,0,0,1,1,2
GWW,0.162,0.379,FALSE,0,0,0,1,1
XYL,0.018,-0.141,FALSE,0,1,1,1,3
YUM,0.07,-0.066,FALSE,0,1,1,1,3
